year	month	day	araz_Q_Obs				
2006	7	11	0.09				
2006	7	12	0.053				
2006	7	13	0.09				
2006	7	14	0.071				
2006	7	15	0.09				
2006	7	16	0.071				
2006	7	17	0.08				
2006	7	18	0.09				
2006	7	19	0.111				
2006	7	20	0.09				
2006	7	21	0.071				
2006	7	22	0.09				
2006	7	23	0.071				
2006	7	24	0.071				
2006	7	25	0.08				
2006	7	26	0.08				
2006	7	27	0.053				
2006	7	28	0.08				
2006	7	29	0.09				
2006	7	30	0.071				
2006	7	31	0.09				
2006	8	1	0.09				
2006	8	2	0.08				
2006	8	3	0.09				
2006	8	4	0.072				
2006	8	5	0.08				
2006	8	6	0.071				
2006	8	7	0.071				
2006	8	8	0.071				
2006	8	9	0.045				
2006	8	10	0.071				
2006	8	11	0.072				
2006	8	12	0.071				
2006	8	13	0.053				
2006	8	14	0.062				
2006	8	15	0.037				
2006	8	16	0.053				
2006	8	17	0.062				
2006	8	18	0.053				
2006	8	19	0.09				
2006	8	20	0.053				
2006	8	21	0.045				
2006	8	22	0.037				
2006	8	23	0.037				
2006	8	24	0.037				
2006	8	25	0.023				
2006	8	26	0.037				
2006	8	27	0.023				
2006	8	28	0.023				
2006	8	29	0.023				
2006	8	30	0.023				
2006	8	31	0.038				
2006	9	1	0.09				
2006	9	2	0.053				
2006	9	3	0.037				
2006	9	4	0.037				
2006	9	5	0.071				
2006	9	6	0.071				
2006	9	7	0.071				
2006	9	8	0.071				
2006	9	9	0.071				
2006	9	10	0.08				
2006	9	11	0.134				
2006	9	12	0.111				
2006	9	13	5.28				
2006	9	14	2.68				
2006	9	15	1.37				
2006	9	16	1.09				
2006	9	17	0.953				
2006	9	18	0.776				
2006	9	19	4.93				
2006	9	20	0.692				
2006	9	21	1.04				
2006	9	22	1.05				
2006	9	23	1.11				
2006	9	24	1.17				
2006	9	25	1.11				
2006	9	26	1.11				
2006	9	27	1.08				
2006	9	28	1.14				
2006	9	29	1.38				
2006	9	30	2.01				
2006	10	1	1.63				
2006	10	2	1.47				
2006	10	3	1.4				
2006	10	4	1.4				
2006	10	5	1.34				
2006	10	6	0.994				
2006	10	7	1.43				
2006	10	8	1.46				
2006	10	9	1.39				
2006	10	10	1.31				
2006	10	11	1.22				
2006	10	12	1.34				
2006	10	13	2.32				
2006	10	14	2.01				
2006	10	15	1.72				
2006	10	16	1.75				
2006	10	17	1.4				
2006	10	18	1.25				
2006	10	19	1.28				
2006	10	20	1.59				
2006	10	21	1.25				
2006	10	22	1.28				
2006	10	23	1.46				
2006	10	24	1.55				
2006	10	25	1.59				
2006	10	26	1.47				
2006	10	27	1.43				
2006	10	28	2.66				
2006	10	29	1.95				
2006	10	30	1.5				
2006	10	31	1.4				
2006	11	1	1.34				
2006	11	2	1.34				
2006	11	3	1.28				
2006	11	4	1.28				
2006	11	5	1.28				
2006	11	6	1.34				
2006	11	7	1.23				
2006	11	8	1.47				
2006	11	9	3.05				
2006	11	10	2.29				
2006	11	11	1.78				
2006	11	12	1.43				
2006	11	13	1.31				
2006	11	14	1.4				
2006	11	15	1.31				
2006	11	16	3.06				
2006	11	17	3.5				
2006	11	18	2.05				
2006	11	19	1.95				
2006	11	20	1.88				
2006	11	21	1.95				
2006	11	22	2.04				
2006	11	23	1.98				
2006	11	24	1.88				
2006	11	25	1.78				
2006	11	26	1.85				
2006	11	27	2.29				
2006	11	28	2.46				
2006	11	29	6.45				
2006	11	30	4.82				
2006	12	1	3.45				
2006	12	2	2.93				
2006	12	3	2.89				
2006	12	4	3.27				
2006	12	5	3.88				
2006	12	6	3.53				
2006	12	7	3.38				
2006	12	8	3.18				
2006	12	9	3.04				
2006	12	10	3.81				
2006	12	11	4.24				
2006	12	12	3.85				
2006	12	13	3.92				
2006	12	14	3.49				
2006	12	15	3.26				
2006	12	16	3.11				
2006	12	17	2.89				
2006	12	18	2.86				
2006	12	19	4.67				
2006	12	20	5.54				
2006	12	21	4.65				
2006	12	22	4.32				
2006	12	23	4.57				
2006	12	24	6.34				
2006	12	25	4.86				
2006	12	26	4.65				
2006	12	27	4.57				
2006	12	28	4.61				
2006	12	29	6.07				
2006	12	30	4.45				
2006	12	31	3.92				
2007	1	1	3.76				
2007	1	2	3.53				
2007	1	3	3.15				
2007	1	4	3.12				
2007	1	5	2.96				
2007	1	6	3.04				
2007	1	7	3.85				
2007	1	8	4.49				
2007	1	9	3.57				
2007	1	10	3.38				
2007	1	11	3.11				
2007	1	12	3.15				
2007	1	13	3.11				
2007	1	14	2.96				
2007	1	15	2.96				
2007	1	16	3.04				
2007	1	17	3.22				
2007	1	18	3.76				
2007	1	19	3.8				
2007	1	20	3.84				
2007	1	21	3.8				
2007	1	22	4.28				
2007	1	23	4.28				
2007	1	24	4.36				
2007	1	25	4.36				
2007	1	26	5.55				
2007	1	27	8.26				
2007	1	28	6.89				
2007	1	29	7.39				
2007	1	30	8.05				
2007	1	31	7.25				
2007	2	1	8.34				
2007	2	2	7.01				
2007	2	3	5.49				
2007	2	4	5.24				
2007	2	5	7.26				
2007	2	6	7.11				
2007	2	7	7.06				
2007	2	8	8.05				
2007	2	9	17.2				
2007	2	10	11.8				
2007	2	11	9.8				
2007	2	12	7.63				
2007	2	13	6.38				
2007	2	14	6.07				
2007	2	15	6.11				
2007	2	16	6.11				
2007	2	17	5.89				
2007	2	18	6.24				
2007	2	19	7.43				
2007	2	20	7.16				
2007	2	21	7.01				
2007	2	22	5.45				
2007	2	23	5.84				
2007	2	24	5.5				
2007	2	25	7.49				
2007	2	26	7.07				
2007	2	27	5.32				
2007	2	28	4.9				
2007	3	1	4.57				
2007	3	2	4.36				
2007	3	3	4.08				
2007	3	4	4.08				
2007	3	5	4.61				
2007	3	6	6.11				
2007	3	7	8.14				
2007	3	8	20.3				
2007	3	9	16.5				
2007	3	10	11.2				
2007	3	11	14.5				
2007	3	12	15.4				
2007	3	13	13.8				
2007	3	14	16.4				
2007	3	15	17.8				
2007	3	16	18.5				
2007	3	17	29.4				
2007	3	18	25.3				
2007	3	19	18.7				
2007	3	20	19.3				
2007	3	21	17.7				
2007	3	22	16.8				
2007	3	23	15.9				
2007	3	24	15.6				
2007	3	25	16				
2007	3	26	16.9				
2007	3	27	20.9				
2007	3	28	44.5				
2007	3	29	43.5				
2007	3	30	41.9				
2007	3	31	29.8				
2007	4	1	24.5				
2007	4	2	25.4				
2007	4	3	39.4				
2007	4	4	41.9				
2007	4	5	30.3				
2007	4	6	26.4				
2007	4	7	23.2				
2007	4	8	21				
2007	4	9	19.3				
2007	4	10	18.8				
2007	4	11	18.6				
2007	4	12	19.3				
2007	4	13	18.1				
2007	4	14	16.4				
2007	4	15	15.6				
2007	4	16	17.1				
2007	4	17	14.7				
2007	4	18	12.1				
2007	4	19	10.2				
2007	4	20	9.41				
2007	4	21	8.56				
2007	4	22	7.53				
2007	4	23	8.29				
2007	4	24	10.5				
2007	4	25	7.96				
2007	4	26	7.99				
2007	4	27	7.33				
2007	4	28	8.77				
2007	4	29	7.95				
2007	4	30	5.91				
2007	5	1	4.86				
2007	5	2	4.49				
2007	5	3	3.88				
2007	5	4	3.47				
2007	5	5	3.4				
2007	5	6	3.47				
2007	5	7	3.14				
2007	5	8	3.87				
2007	5	9	3.88				
2007	5	10	3.17				
2007	5	11	3.04				
2007	5	12	3.04				
2007	5	13	3.01				
2007	5	14	2.95				
2007	5	15	4.86				
2007	5	16	51.7				
2007	5	17	15.5				
2007	5	18	8.52				
2007	5	19	5.68				
2007	5	20	4.89				
2007	5	21	4.34				
2007	5	22	3.64				
2007	5	23	3.51				
2007	5	24	3.2				
2007	5	25	2.76				
2007	5	26	2.45				
2007	5	27	1.9				
2007	5	28	1.51				
2007	5	29	1.16				
2007	5	30	0.984				
2007	5	31	0.938				
2007	6	1	0.789				
2007	6	2	0.649				
2007	6	3	0.629				
2007	6	4	0.61				
2007	6	5	3.62				
2007	6	6	26.6				
2007	6	7	3.53				
2007	6	8	1.64				
2007	6	9	1.16				
2007	6	10	0.982				
2007	6	11	0.894				
2007	6	12	0.894				
2007	6	13	0.691				
2007	6	14	0.335				
2007	6	15	0.205				
2007	6	16	0.192				
2007	6	17	0.192				
2007	6	18	0.156				
2007	6	19	0.12				
2007	6	20	0.12				
2007	6	21	0.098				
2007	6	22	0.098				
2007	6	23	0.098				
2007	6	24	0.078				
2007	6	25	0.078				
2007	6	26	0.098				
2007	6	27	0.233				
2007	6	28	1.35				
2007	6	29	1.36				
2007	6	30	0.67				
2007	7	1	0.192				
2007	7	2	0.109				
2007	7	3	0.12				
2007	7	4	0.142				
2007	7	5	0.12				
2007	7	6	0.078				
2007	7	7	0.098				
2007	7	8	0.098				
2007	7	9	0.088				
2007	7	10	0.246				
2007	7	11	1.75				
2007	7	12	1.27				
2007	7	13	0.536				
2007	7	14	0.465				
2007	7	15	0.222				
2007	7	16	0.088				
2007	7	17	0.078				
2007	7	18	0.088				
2007	7	19	1.52				
2007	7	20	10.9				
2007	7	21	7.06				
2007	7	22	2.17				
2007	7	23	0.938				
2007	7	24	0.77				
2007	7	25	0.454				
2007	7	26	0.231				
2007	7	27	0.192				
2007	7	28	0.179				
2007	7	29	0.179				
2007	7	30	0.12				
2007	7	31	0.098				
2007	8	1	0.078				
2007	8	2	0.078				
2007	8	3	0.078				
2007	8	4	0.078				
2007	8	5	25.6				
2007	8	6	5.34				
2007	8	7	1.94				
2007	8	8	1.19				
2007	8	9	0.894				
2007	8	10	0.507				
2007	8	11	0.261				
2007	8	12	7.03				
2007	8	13	1.38				
2007	8	14	0.62				
2007	8	15	0.167				
2007	8	16	0.218				
2007	8	17	0.218				
2007	8	18	0.377				
2007	8	19	4.18				
2007	8	20	7.13				
2007	8	21	2.39				
2007	8	22	1.49				
2007	8	23	1.07				
2007	8	24	0.811				
2007	8	25	0.707				
2007	8	26	0.649				
2007	8	27	0.5				
2007	8	28	0.5				
2007	8	29	0.465				
2007	8	30	0.431				
2007	8	31	0.465				
2007	9	1	0.431				
2007	9	2	0.431				
2007	9	3	0.382				
2007	9	4	0.398				
2007	9	5	0.414				
2007	9	6	0.398				
2007	9	7	0.398				
2007	9	8	0.398				
2007	9	9	0.366				
2007	9	10	0.398				
2007	9	11	0.274				
2007	9	12	0.289				
2007	9	13	0.472				
2007	9	14	0.729				
2007	9	15	0.768				
2007	9	16	0.768				
2007	9	17	0.83				
2007	9	18	0.809				
2007	9	19	0.941				
2007	9	20	1.16				
2007	9	21	1.07				
2007	9	22	1.12				
2007	9	23	1.11				
2007	9	24	1.16				
2007	9	25	1.09				
2007	9	26	1.16				
2007	9	27	1.3				
2007	9	28	1.35				
2007	9	29	1.84				
2007	9	30	20.6				
2007	10	1	4.25				
2007	10	2	3.21				
2007	10	3	2.56				
2007	10	4	2.41				
2007	10	5	2.2				
2007	10	6	2.23				
2007	10	7	2.14				
2007	10	8	2.26				
2007	10	9	2.38				
2007	10	10	2.35				
2007	10	11	2.29				
2007	10	12	2.17				
2007	10	13	1.53				
2007	10	14	1.42				
2007	10	15	1.4				
2007	10	16	1.93				
2007	10	17	1.9				
2007	10	18	1.93				
2007	10	19	2.14				
2007	10	20	2.14				
2007	10	21	2.05				
2007	10	22	1.93				
2007	10	23	2.08				
2007	10	24	2.02				
2007	10	25	1.9				
2007	10	26	1.88				
2007	10	27	1.49				
2007	10	28	1.51				
2007	10	29	1.46				
2007	10	30	1.46				
2007	10	31	1.41				
2007	11	1	1.36				
2007	11	2	1.36				
2007	11	3	1.34				
2007	11	4	1.31				
2007	11	5	1.31				
2007	11	6	1.43				
2007	11	7	1.43				
2007	11	8	1.41				
2007	11	9	1.36				
2007	11	10	1.38				
2007	11	11	1.43				
2007	11	12	1.36				
2007	11	13	1.43				
2007	11	14	1.51				
2007	11	15	1.41				
2007	11	16	1.41				
2007	11	17	1.38				
2007	11	18	1.49				
2007	11	19	1.41				
2007	11	20	1.46				
2007	11	21	1.42				
2007	11	22	1.6				
2007	11	23	1.82				
2007	11	24	2.83				
2007	11	25	2.06				
2007	11	26	2.13				
2007	11	27	2.04				
2007	11	28	2.04				
2007	11	29	2.01				
2007	11	30	2.49				
2007	12	1	2.31				
2007	12	2	2.01				
2007	12	3	2.2				
2007	12	4	5.2				
2007	12	5	3.77				
2007	12	6	2.65				
2007	12	7	2.32				
2007	12	8	2.21				
2007	12	9	2.96				
2007	12	10	2.81				
2007	12	11	2.32				
2007	12	12	2.25				
2007	12	13	2.22				
2007	12	14	2.31				
2007	12	15	1.81				
2007	12	16	1.78				
2007	12	17	1.73				
2007	12	18	1.81				
2007	12	19	1.81				
2007	12	20	2.5				
2007	12	21	3.16				
2007	12	22	2.43				
2007	12	23	2.37				
2007	12	24	2.34				
2007	12	25	2.49				
2007	12	26	2.34				
2007	12	27	2.25				
2007	12	28	2.28				
2007	12	29	2.16				
2007	12	30	2.13				
2007	12	31	2.1				
2008	1	1	2.13				
2008	1	2	2.04				
2008	1	3	2.13				
2008	1	4	2.94				
2008	1	5	2.75				
2008	1	6	2.56				
2008	1	7	2.65				
2008	1	8	2.31				
2008	1	9	2.13				
2008	1	10	2.16				
2008	1	11	2.19				
2008	1	12	2.19				
2008	1	13	2.25				
2008	1	14	2.16				
2008	1	15	2.19				
2008	1	16	2.1				
2008	1	17	2.13				
2008	1	18	2.16				
2008	1	19	2.16				
2008	1	20	2.07				
2008	1	21	2.07				
2008	1	22	2.09				
2008	1	23	2.07				
2008	1	24	2.13				
2008	1	25	2.04				
2008	1	26	2.03				
2008	1	27	2.07				
2008	1	28	2.07				
2008	1	29	2.07				
2008	1	30	2.04				
2008	1	31	2.1				
2008	2	1	2.34				
2008	2	2	2.4				
2008	2	3	2.31				
2008	2	4	2.77				
2008	2	5	2.84				
2008	2	6	2.75				
2008	2	7	2.82				
2008	2	8	2.79				
2008	2	9	2.96				
2008	2	10	2.75				
2008	2	11	2.72				
2008	2	12	3.06				
2008	2	13	3.19				
2008	2	14	3.16				
2008	2	15	3.16				
2008	2	16	4.48				
2008	2	17	5.86				
2008	2	18	8.26				
2008	2	19	15.3				
2008	2	20	27.6				
2008	2	21	12.2				
2008	2	22	6.79				
2008	2	23	5.49				
2008	2	24	5.02				
2008	2	25	4.98				
2008	2	26	4.98				
2008	2	27	8.02				
2008	2	28	8.24				
2008	2	29	6.27				
2008	3	1	7.32				
2008	3	2	8.75				
2008	3	3	9.03				
2008	3	4	11.1				
2008	3	5	25.3				
2008	3	6	21.5				
2008	3	7	17				
2008	3	8	15.8				
2008	3	9	12.3				
2008	3	10	9.93				
2008	3	11	9.7				
2008	3	12	10.6				
2008	3	13	9.87				
2008	3	14	8.92				
2008	3	15	8.75				
2008	3	16	11.1				
2008	3	17	14.3				
2008	3	18	9.59				
2008	3	19	6.79				
2008	3	20	6				
2008	3	21	5.43				
2008	3	22	5.39				
2008	3	23	5.3				
2008	3	24	5.05				
2008	3	25	4.4				
2008	3	26	4.68				
2008	3	27	4.28				
2008	3	28	3.78				
2008	3	29	4.58				
2008	3	30	3.93				
2008	3	31	3.82				
2008	4	1	3.56				
2008	4	2	3.13				
2008	4	3	3.42				
2008	4	4	3.28				
2008	4	5	2.86				
2008	4	6	2.67				
2008	4	7	2.41				
2008	4	8	2.17				
2008	4	9	2.08				
2008	4	10	2.32				
2008	4	11	2.05				
2008	4	12	1.58				
2008	4	13	1.3				
2008	4	14	1.21				
2008	4	15	0.874				
2008	4	16	0.619				
2008	4	17	0.548				
2008	4	18	0.548				
2008	4	19	0.498				
2008	4	20	0.515				
2008	4	21	0.619				
2008	4	22	0.732				
2008	4	23	0.549				
2008	4	24	0.514				
2008	4	25	0.514				
2008	4	26	0.481				
2008	4	27	0.127				
2008	4	28	0.091				
2008	4	29	0.091				
2008	4	30	0.117				
2008	5	1	0.1				
2008	5	2	0.091				
2008	5	3	0.127				
2008	5	4	0.137				
2008	5	5	0.146				
2008	5	6	0.146				
2008	5	7	0.127				
2008	5	8	0.127				
2008	5	9	0.108				
2008	5	10	0.108				
2008	5	11	0.146				
2008	5	12	0.156				
2008	5	13	0.127				
2008	5	14	0.147				
2008	5	15	0.188				
2008	5	16	0.188				
2008	5	17	0.167				
2008	5	18	0.211				
2008	5	19	0.188				
2008	5	20	0.167				
2008	5	21	0.194				
2008	5	22	0.26				
2008	5	23	0.127				
2008	5	24	0.167				
2008	5	25	0.264				
2008	5	26	0.477				
2008	5	27	0.649				
2008	5	28	0.594				
2008	5	29	0.612				
2008	5	30	0.596				
2008	5	31	0.398				
2008	6	1	0.26				
2008	6	2	0.177				
2008	6	3	0.177				
2008	6	4	0.167				
2008	6	5	0.167				
2008	6	6	0.188				
2008	6	7	0.211				
2008	6	8	0.211				
2008	6	9	0.211				
2008	6	10	0.235				
2008	6	11	0.235				
2008	6	12	0.223				
2008	6	13	0.167				
2008	6	14	0.167				
2008	6	15	0.211				
2008	6	16	0.167				
2008	6	17	0.235				
2008	6	18	0.167				
2008	6	19	0.167				
2008	6	20	0.177				
2008	6	21	0.177				
2008	6	22	0.199				
2008	6	23	0.199				
2008	6	24	0.201				
2008	6	25	0.178				
2008	6	26	0.167				
2008	6	27	0.146				
2008	6	28	0.146				
2008	6	29	0.199				
2008	6	30	0.177				
2008	7	1	0.167				
2008	7	2	0.147				
2008	7	3	0.091				
2008	7	4	0.091				
2008	7	5	0.075				
2008	7	6	0.201				
2008	7	7	0.156				
2008	7	8	0.127				
2008	7	9	0.117				
2008	7	10	0.127				
2008	7	11	0.091				
2008	7	12	0.091				
2008	7	13	0.108				
2008	7	14	0.108				
2008	7	15	0.108				
2008	7	16	0.091				
2008	7	17	0.51				
2008	7	18	0.354				
2008	7	19	0.259				
2008	7	20	0.259				
2008	7	21	0.223				
2008	7	22	0.199				
2008	7	23	0.223				
2008	7	24	0.167				
2008	7	25	0.127				
2008	7	26	0.091				
2008	7	27	0.091				
2008	7	28	0.091				
2008	7	29	0.108				
2008	7	30	0.127				
2008	7	31	0.091				
2008	8	1	0.127				
2008	8	2	0.146				
2008	8	3	0.146				
2008	8	4	0.137				
2008	8	5	0.146				
2008	8	6	0.151				
2008	8	7	0.127				
2008	8	8	0.117				
2008	8	9	0.108				
2008	8	10	0.075				
2008	8	11	0.075				
2008	8	12	0.091				
2008	8	13	0.1				
2008	8	14	0.108				
2008	8	15	0.127				
2008	8	16	0.167				
2008	8	17	0.167				
2008	8	18	0.177				
2008	8	19	0.188				
2008	8	20	0.188				
2008	8	21	0.188				
2008	8	22	0.188				
2008	8	23	0.199				
2008	8	24	0.211				
2008	8	25	0.211				
2008	8	26	0.217				
2008	8	27	0.217				
2008	8	28	0.211				
2008	8	29	0.188				
2008	8	30	0.177				
2008	8	31	0.177				
2008	9	1	0.189				
2008	9	2	0.167				
2008	9	3	0.146				
2008	9	4	0.146				
2008	9	5	1.96				
2008	9	6	0.792				
2008	9	7	0.688				
2008	9	8	0.384				
2008	9	9	0.243				
2008	9	10	0.331				
2008	9	11	0.099				
2008	9	12	0.124				
2008	9	13	0.083				
2008	9	14	0.099				
2008	9	15	0.099				
2008	9	16	0.116				
2008	9	17	0.116				
2008	9	18	0.115				
2008	9	19	0.206				
2008	9	20	0.133				
2008	9	21	0.228				
2008	9	22	0.336				
2008	9	23	0.349				
2008	9	24	0.378				
2008	9	25	0.378				
2008	9	26	0.503				
2008	9	27	0.569				
2008	9	28	0.675				
2008	9	29	8.66				
2008	9	30	1.98				
2008	10	1	1.45				
2008	10	2	1.66				
2008	10	3	1.08				
2008	10	4	1.06				
2008	10	5	0.95				
2008	10	6	0.929				
2008	10	7	0.868				
2008	10	8	0.858				
2008	10	9	0.781				
2008	10	10	0.75				
2008	10	11	0.995				
2008	10	12	0.769				
2008	10	13	0.712				
2008	10	14	0.639				
2008	10	15	0.712				
2008	10	16	1.22				
2008	10	17	1.36				
2008	10	18	1.08				
2008	10	19	1.17				
2008	10	20	1.06				
2008	10	21	1.04				
2008	10	22	0.992				
2008	10	23	0.971				
2008	10	24	0.899				
2008	10	25	0.899				
2008	10	26	0.799				
2008	10	27	1.65				
2008	10	28	1.53				
2008	10	29	1.36				
2008	10	30	1.23				
2008	10	31	1.11				
2008	11	1	1.08				
2008	11	2	1.05				
2008	11	3	0.971				
2008	11	4	1.05				
2008	11	5	1.04				
2008	11	6	1.04				
2008	11	7	1.02				
2008	11	8	0.994				
2008	11	9	1.12				
2008	11	10	1.06				
2008	11	11	1.1				
2008	11	12	1.1				
2008	11	13	1.13				
2008	11	14	1.12				
2008	11	15	0.992				
2008	11	16	1				
2008	11	17	0.98				
2008	11	18	1.06				
2008	11	19	1.13				
2008	11	20	1.04				
2008	11	21	1.19				
2008	11	22	1.24				
2008	11	23	1.08				
2008	11	24	1.02				
2008	11	25	0.99				
2008	11	26	0.868				
2008	11	27	0.848				
2008	11	28	0.828				
2008	11	29	0.75				
2008	11	30	0.639				
2008	12	1	0.639				
2008	12	2	2.81				
2008	12	3	2.18				
2008	12	4	3.26				
2008	12	5	20.9				
2008	12	6	14.1				
2008	12	7	3.54				
2008	12	8	2.63				
2008	12	9	2.1				
2008	12	10	2.04				
2008	12	11	1.87				
2008	12	12	2.04				
2008	12	13	2.07				
2008	12	14	2.04				
2008	12	15	2.04				
2008	12	16	2.1				
2008	12	17	1.96				
2008	12	18	1.76				
2008	12	19	1.63				
2008	12	20	1.6				
2008	12	21	1.66				
2008	12	22	1.55				
2008	12	23	1.55				
2008	12	24	1.58				
2008	12	25	1.58				
2008	12	26	1.58				
2008	12	27	1.42				
2008	12	28	1.4				
2008	12	29	1.45				
2008	12	30	1.5				
2008	12	31	1.45				
2009	1	1	1.39				
2009	1	2	1.74				
2009	1	3	1.85				
2009	1	4	1.83				
2009	1	5	1.74				
2009	1	6	1.63				
2009	1	7	1.52				
2009	1	8	1.58				
2009	1	9	1.6				
2009	1	10	1.52				
2009	1	11	1.55				
2009	1	12	1.58				
2009	1	13	1.58				
2009	1	14	1.61				
2009	1	15	1.6				
2009	1	16	1.6				
2009	1	17	1.55				
2009	1	18	1.45				
2009	1	19	1.45				
2009	1	20	1.5				
2009	1	21	1.52				
2009	1	22	1.79				
2009	1	23	2.42				
2009	1	24	2.21				
2009	1	25	2.04				
2009	1	26	2.07				
2009	1	27	1.98				
2009	1	28	2.39				
2009	1	29	5.45				
2009	1	30	3.71				
2009	1	31	3.21				
2009	2	1	3.49				
2009	2	2	9.19				
2009	2	3	10.7				
2009	2	4	8.17				
2009	2	5	6.42				
2009	2	6	4.55				
2009	2	7	5.43				
2009	2	8	8.53				
2009	2	9	9.06				
2009	2	10	9.22				
2009	2	11	10.6				
2009	2	12	19.7				
2009	2	13	25.3				
2009	2	14	15.3				
2009	2	15	12.9				
2009	2	16	14.2				
2009	2	17	12.4				
2009	2	18	13				
2009	2	19	39.6				
2009	2	20	17.9				
2009	2	21	8.27				
2009	2	22	8.32				
2009	2	23	8.64				
2009	2	24	9.27				
2009	2	25	8.11				
2009	2	26	6.93				
2009	2	27	5.7				
2009	2	28	6.01				
2009	3	1	6.3				
2009	3	2	7.26				
2009	3	3	7.11				
2009	3	4	7.26				
2009	3	5	6.86				
2009	3	6	6.58				
2009	3	7	5.7				
2009	3	8	5.24				
2009	3	9	4.77				
2009	3	10	7.32				
2009	3	11	9.06				
2009	3	12	6.89				
2009	3	13	5.03				
2009	3	14	4.68				
2009	3	15	5.07				
2009	3	16	5.38				
2009	3	17	4.3				
2009	3	18	6.07				
2009	3	19	4.02				
2009	3	20	4.68				
2009	3	21	4.64				
2009	3	22	4.72				
2009	3	23	6.53				
2009	3	24	5.7				
2009	3	25	5.16				
2009	3	26	11.1				
2009	3	27	9.27				
2009	3	28	5.16				
2009	3	29	4.11				
2009	3	30	3.82				
2009	3	31	4.43				
2009	4	1	11.1				
2009	4	2	9.9				
2009	4	3	9.22				
2009	4	4	6.34				
2009	4	5	6.82				
2009	4	6	12.9				
2009	4	7	12.7				
2009	4	8	6.68				
2009	4	9	5.75				
2009	4	10	5.03				
2009	4	11	16.4				
2009	4	12	10.7				
2009	4	13	7.51				
2009	4	14	27.6				
2009	4	15	22.6				
2009	4	16	30.5				
2009	4	17	27.5				
2009	4	18	15.8				
2009	4	19	11				
2009	4	20	11.5				
2009	4	21	20.9				
2009	4	22	13.6				
2009	4	23	9.65				
2009	4	24	9.01				
2009	4	25	25.5				
2009	4	26	22.7				
2009	4	27	24.7				
2009	4	28	29				
2009	4	29	16.8				
2009	4	30	12.3				
2009	5	1	9.44				
2009	5	2	7.36				
2009	5	3	6.11				
2009	5	4	5.74				
2009	5	5	5.25				
2009	5	6	5.07				
2009	5	7	4.68				
2009	5	8	4.47				
2009	5	9	3.86				
2009	5	10	3.51				
2009	5	11	3.52				
2009	5	12	3.9				
2009	5	13	3.82				
2009	5	14	3.51				
2009	5	15	3.01				
2009	5	16	2.41				
2009	5	17	2.12				
2009	5	18	3.2				
2009	5	19	11				
2009	5	20	5.07				
2009	5	21	3.16				
2009	5	22	2.65				
2009	5	23	2.28				
2009	5	24	2.15				
2009	5	25	2.19				
2009	5	26	2.35				
2009	5	27	2.27				
2009	5	28	2.28				
2009	5	29	2.12				
2009	5	30	2.84				
2009	5	31	4.26				
2009	6	1	2.48				
2009	6	2	2.56				
2009	6	3	2.8				
2009	6	4	2.05				
2009	6	5	1.56				
2009	6	6	1.04				
2009	6	7	0.657				
2009	6	8	0.273				
2009	6	9	0.377				
2009	6	10	0.204				
2009	6	11	0.182				
2009	6	12	0.154				
2009	6	13	0.182				
2009	6	14	0.168				
2009	6	15	0.182				
2009	6	16	0.182				
2009	6	17	0.154				
2009	6	18	0.168				
2009	6	19	0.128				
2009	6	20	0.154				
2009	6	21	0.154				
2009	6	22	0.168				
2009	6	23	0.141				
2009	6	24	0.128				
2009	6	25	0.083				
2009	6	26	0.083				
2009	6	27	0.116				
2009	6	28	0.104				
2009	6	29	0.116				
2009	6	30	0.116				
2009	7	1	0.093				
2009	7	2	0.093				
2009	7	3	0.105				
2009	7	4	0.082				
2009	7	5	0.116				
2009	7	6	0.141				
2009	7	7	0.072				
2009	7	8	0.082				
2009	7	9	0.093				
2009	7	10	0.072				
2009	7	11	0.093				
2009	7	12	0.082				
2009	7	13	0.061				
2009	7	14	0.105				
2009	7	15	0.104				
2009	7	16	0.082				
2009	7	17	0.104				
2009	7	18	0.082				
2009	7	19	0.104				
2009	7	20	0.093				
2009	7	21	0.104				
2009	7	22	0.104				
2009	7	23	0.105				
2009	7	24	0.105				
2009	7	25	0.104				
2009	7	26	0.093				
2009	7	27	0.076				
2009	7	28	0.082				
2009	7	29	0.104				
2009	7	30	0.155				
2009	7	31	0.491				
2009	8	1	0.261				
2009	8	2	0.183				
2009	8	3	0.154				
2009	8	4	0.197				
2009	8	5	0.323				
2009	8	6	0.213				
2009	8	7	0.116				
2009	8	8	0.128				
2009	8	9	0.183				
2009	8	10	0.093				
2009	8	11	0.093				
2009	8	12	0.273				
2009	8	13	0.183				
2009	8	14	0.257				
2009	8	15	0.581				
2009	8	16	4.95				
2009	8	17	2.52				
2009	8	18	3.12				
2009	8	19	0.911				
2009	8	20	0.377				
2009	8	21	0.306				
2009	8	22	0.155				
2009	8	23	0.129				
2009	8	24	0.183				
2009	8	25	0.244				
2009	8	26	0.53				
2009	8	27	0.308				
2009	8	28	0.155				
2009	8	29	0.141				
2009	8	30	0.128				
2009	8	31	0.104				
2009	9	1	0.104				
2009	9	2	0.116				
2009	9	3	0.082				
2009	9	4	0.105				
2009	9	5	0.128				
2009	9	6	0.104				
2009	9	7	0.104				
2009	9	8	0.104				
2009	9	9	0.104				
2009	9	10	0.116				
2009	9	11	0.141				
2009	9	12	0.141				
2009	9	13	0.104				
2009	9	14	0.128				
2009	9	15	0.211				
2009	9	16	0.182				
2009	9	17	0.259				
2009	9	18	0.511				
